2026-04-09 11:30:52,027 | INFO | app.main | {"env": "development", "version": "0.1.0", "event": "starting_up", "timestamp": "2026-04-09T06:00:52.027032Z", "level": "info"}
2026-04-09 11:30:52,117 | INFO | app.main | {"table": "learning_plan_items", "column": "priority_score", "event": "sqlite_migration_applied", "timestamp": "2026-04-09T06:00:52.117169Z", "level": "info"}
2026-04-09 11:30:52,129 | INFO | app.main | {"event": "database_ready", "timestamp": "2026-04-09T06:00:52.128564Z", "level": "info"}
2026-04-09 11:30:52,131 | INFO | app.services.normalization.skill_normalizer | Initializing skill normalizer...
2026-04-09 11:30:52,193 | INFO | app.services.normalization.skill_normalizer | Alias index loaded: 475 entries
2026-04-09 11:30:52,198 | INFO | app.main | {"event": "skill_normalizer_ready", "timestamp": "2026-04-09T06:00:52.198218Z", "level": "info"}
2026-04-09 11:33:23,071 | INFO | app.main | {"env": "development", "version": "0.1.0", "event": "starting_up", "timestamp": "2026-04-09T06:03:23.071749Z", "level": "info"}
2026-04-09 11:33:23,121 | INFO | app.main | {"event": "database_ready", "timestamp": "2026-04-09T06:03:23.121558Z", "level": "info"}
2026-04-09 11:33:23,124 | INFO | app.services.normalization.skill_normalizer | Initializing skill normalizer...
2026-04-09 11:33:23,162 | INFO | app.services.normalization.skill_normalizer | Alias index loaded: 475 entries
2026-04-09 11:33:23,165 | INFO | app.main | {"event": "skill_normalizer_ready", "timestamp": "2026-04-09T06:03:23.165733Z", "level": "info"}
2026-04-09 11:33:55,396 | INFO | app.main | {"method": "GET", "path": "/api/v1/auth/me", "status_code": 200, "elapsed_ms": 31, "event": "request_complete", "timestamp": "2026-04-09T06:03:55.396950Z", "level": "info"}
2026-04-09 11:33:55,440 | INFO | app.main | {"method": "GET", "path": "/api/v1/auth/me", "status_code": 200, "elapsed_ms": 23, "event": "request_complete", "timestamp": "2026-04-09T06:03:55.439714Z", "level": "info"}
2026-04-09 11:33:55,715 | INFO | app.main | {"method": "GET", "path": "/api/v1/roles", "status_code": 200, "elapsed_ms": 199, "event": "request_complete", "timestamp": "2026-04-09T06:03:55.715499Z", "level": "info"}
2026-04-09 11:33:55,814 | INFO | app.main | {"method": "GET", "path": "/api/v1/roles", "status_code": 200, "elapsed_ms": 56, "event": "request_complete", "timestamp": "2026-04-09T06:03:55.814464Z", "level": "info"}
2026-04-09 11:34:16,597 | INFO | app.main | {"method": "POST", "path": "/api/v1/resumes/upload", "status_code": 202, "elapsed_ms": 27, "event": "request_complete", "timestamp": "2026-04-09T06:04:16.597239Z", "level": "info"}
2026-04-09 11:34:17,288 | INFO | app.main | {"method": "POST", "path": "/api/v1/resumes/1dd73669-6365-45c6-82ab-b3b93212b4f8/process", "status_code": 200, "elapsed_ms": 478, "event": "request_complete", "timestamp": "2026-04-09T06:04:17.288619Z", "level": "info"}
2026-04-09 11:34:17,329 | INFO | app.main | {"method": "GET", "path": "/api/v1/resumes/1dd73669-6365-45c6-82ab-b3b93212b4f8/status", "status_code": 200, "elapsed_ms": 28, "event": "request_complete", "timestamp": "2026-04-09T06:04:17.329736Z", "level": "info"}
2026-04-09 11:34:17,695 | INFO | app.main | {"method": "GET", "path": "/api/v1/resumes/1dd73669-6365-45c6-82ab-b3b93212b4f8/results", "status_code": 200, "elapsed_ms": 35, "event": "request_complete", "timestamp": "2026-04-09T06:04:17.695030Z", "level": "info"}
2026-04-09 11:34:18,007 | INFO | app.main | {"method": "POST", "path": "/api/v1/users/me/target-role", "status_code": 200, "elapsed_ms": 93, "event": "request_complete", "timestamp": "2026-04-09T06:04:18.007325Z", "level": "info"}
2026-04-09 11:34:18,355 | INFO | app.main | {"method": "GET", "path": "/api/v1/roles/35e80619-d593-42bc-a8d8-086e782c6ae0/skills", "status_code": 200, "elapsed_ms": 77, "event": "request_complete", "timestamp": "2026-04-09T06:04:18.355458Z", "level": "info"}
2026-04-09 11:34:18,745 | INFO | app.main | {"method": "GET", "path": "/api/v1/users/me/gaps/summary", "status_code": 200, "elapsed_ms": 37, "event": "request_complete", "timestamp": "2026-04-09T06:04:18.745810Z", "level": "info"}
2026-04-09 11:34:19,025 | INFO | app.main | {"method": "GET", "path": "/api/v1/users/me/gaps", "status_code": 200, "elapsed_ms": 49, "event": "request_complete", "timestamp": "2026-04-09T06:04:19.025012Z", "level": "info"}
2026-04-09 11:34:41,950 | INFO | app.main | {"method": "POST", "path": "/api/v1/users/me/target-role", "status_code": 200, "elapsed_ms": 30, "event": "request_complete", "timestamp": "2026-04-09T06:04:41.950026Z", "level": "info"}
2026-04-09 11:34:42,330 | INFO | app.main | {"method": "GET", "path": "/api/v1/users/me/learning-plan", "status_code": 200, "elapsed_ms": 58, "event": "request_complete", "timestamp": "2026-04-09T06:04:42.330897Z", "level": "info"}
2026-04-09 11:35:23,515 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Self-Starter: google.generativeai is not available in this environment
2026-04-09 11:35:23,516 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for API Integration: google.generativeai is not available in this environment
2026-04-09 11:35:23,519 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Communication: google.generativeai is not available in this environment
2026-04-09 11:35:23,521 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for DPDP Act: google.generativeai is not available in this environment
2026-04-09 11:35:23,521 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for WhatsApp Business API: google.generativeai is not available in this environment
2026-04-09 11:35:23,522 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Stakeholder Communication: google.generativeai is not available in this environment
2026-04-09 11:35:23,524 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for MySQL: google.generativeai is not available in this environment
2026-04-09 11:35:23,525 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Adaptability: google.generativeai is not available in this environment
2026-04-09 11:35:23,525 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for REST API: google.generativeai is not available in this environment
2026-04-09 11:35:23,526 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Telegram: google.generativeai is not available in this environment
2026-04-09 11:35:23,527 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Conversational AI: google.generativeai is not available in this environment
2026-04-09 11:35:23,528 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Cloud Platforms: google.generativeai is not available in this environment
2026-04-09 11:35:23,529 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Tesseract: google.generativeai is not available in this environment
2026-04-09 11:35:23,530 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Rasa: google.generativeai is not available in this environment
2026-04-09 11:35:23,531 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Dialogflow: google.generativeai is not available in this environment
2026-04-09 11:35:23,532 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Government/Public Sector Technology: google.generativeai is not available in this environment
2026-04-09 11:35:23,534 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for Google Vision API: google.generativeai is not available in this environment
2026-04-09 11:35:23,538 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for AWS Textract: google.generativeai is not available in this environment
2026-04-09 11:35:23,539 | WARNING | app.services.learning.path_generator | Falling back to placeholder roadmap structure for OCR: google.generativeai is not available in this environment
2026-04-09 11:35:23,541 | WARNING | app.services.learning.path_generator | Falling back to safe stub resources for Self-Starter: google.generativeai is not available in this environment
2026-04-09 11:35:23,541 | WARNING | app.services.learning.path_generator | Falling back to safe stub resources for API Integration: google.generativeai is not available in this environment
2026-04-09 11:35:23,542 | WARNING | app.services.learning.path_generator | Falling back to safe stub resources for Communication: google.generativeai is not available in this environment
2026-04-09 11:35:23,543 | WARNING | app.services.learning.path_generator | Falling back to safe stub resources for DPDP Act: google.generativeai is not available in this environment
2026-04-09 11:35:23,545 | WARNING | app.services.learning.path_generator | Falling back to safe stub resources for WhatsApp Business API: google.generativeai is not available in this environment
